ID (do not edit),Content type,Element type,Source language (EN),Target language (IT)
"{""contentId"":""e5e475c8-1d52-4897-a61c-9b6d088298cb"",""fieldId"":""listingTitle"",""sequencePath"":[]}",TEXT,RentALL,Le Méridien,Le Méridien
"{""contentId"":""e5e475c8-1d52-4897-a61c-9b6d088298cb"",""fieldId"":""price2"",""sequencePath"":[]}",TEXT,RentALL,,
"{""contentId"":""e5e475c8-1d52-4897-a61c-9b6d088298cb"",""fieldId"":""livingSpace"",""sequencePath"":[]}",TEXT,RentALL,80 m² to 400 m²,80 m² bis 400 m²
"{""contentId"":""e5e475c8-1d52-4897-a61c-9b6d088298cb"",""fieldId"":""price21"",""sequencePath"":[]}",TEXT,RentALL,,
"{""contentId"":""e5e475c8-1d52-4897-a61c-9b6d088298cb"",""fieldId"":""district"",""sequencePath"":[]}",TEXT,RentALL,La Condamine,La Condamine
"{""contentId"":""e5e475c8-1d52-4897-a61c-9b6d088298cb"",""fieldId"":""numberOfResidences"",""sequencePath"":[]}",TEXT,RentALL,Approx. 50 units,Ca. 50 Einheiten
"{""contentId"":""e5e475c8-1d52-4897-a61c-9b6d088298cb"",""fieldId"":""eigenschaftTitel"",""sequencePath"":[]}",TEXT,RentALL,Stylish Residences with Majestic Sea Views,Stilvolle Residenzen mit majestätischem Meerblick
"{""contentId"":""e05eb2c5-ed89-4faf-bb79-9c1ab706d786"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<p class=""font_4""><span>Parc Saint<br>Roman</span></p>","<p class=""font_4""><span>Parc Saint<br>römisch</span></p>"
"{""contentId"":""e0248299-06e9-46f9-a135-e81afcef47a2"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<p class=""font_4"">tour Od&eacute;on<br />
&nbsp;</p>","<p class=""font_4"">Tour Od&eacute;am<br />
&nbsp;</p>"
"{""contentId"":""da4f1dd0-cc78-4fd4-b728-3c496e7770d1"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<h3 class=""font_3"">EFFICIENT &amp; SEAMLESS</h3>","<h3 class=""font_3"">EFFIZIENT &amp; NAHTLOS</h3>"
"{""contentId"":""f64c12c5-cdca-4e59-b6e1-a207b6f10e44"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<h4 class=""font_3"">Record-Breaking Sale in 2024</h4>","<h4 class=""font_3"">Rekordverdächtiger Verkauf im Jahr 2024</h4>"
"{""contentId"":""fa90d929-f05f-4c33-bb93-10f4e9877c37"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<h2 class=""font_2"">Contact us to access<br>
all properties in Monaco –<br>
including off-market gems</h2>","<h2 class=""font_2"">Kontaktieren Sie uns, um darauf zuzugreifen<br>
alle Immobilien in Monaco –<br>
einschließlich Off-Market-Edelsteinen</h2>"
"{""contentId"":""fbc14964-01ab-4b82-91c6-ba2a29b4c27d"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}",TEXT,wixui.ImageX,280f0a_e46f53dcfd5846cab39910841354ec7b~mv2.jpg,280f0a_e46f53dcfd5846cab39910841354ec7b~mv2.jpg
"{""contentId"":""fbc14964-01ab-4b82-91c6-ba2a29b4c27d"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}",TEXT,wixui.ImageX,,
"{""contentId"":""f00b5114-2557-4c7c-a78e-6b4489669342"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<p class=""font_9"">MORE RESIDENCES</p>","<p class=""font_9"">MEHR WOHNSÄTZE</p>"
"{""contentId"":""e17bcded-369a-4192-a859-b1ab88d92695"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<p class=""font_8"">Thank you.​</p> 
<p class=""font_8""><span class=""wixGuard"">​</span></p> 
<p class=""font_8"">Your personal concierge will contact you soon to provide bespoke property suggestions.</p>","<p class=""font_8"">Vielen Dank.​</p> 
<p class=""font_8""><span class=""wixGuard"">​</span></p> 
<p class=""font_8"">Ihr persönlicher Concierge wird sich in Kürze mit Ihnen in Verbindung setzen, um Ihnen maßgeschneiderte Immobilienvorschläge zu unterbreiten.</p>"
"{""contentId"":""f0e17ae9-7326-4969-b76d-b3c6ced68ac6"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<p class=""font_8"">If you have questions about this policy or your data, please contact us at:</p> 
<p class=""font_8""><span class=""wixGuard"">​</span></p> 
<p class=""font_8"">Email: info@agencemonaco.com</p> 
<p class=""font_8""><span class=""wixGuard"">​</span></p>","<p class=""font_8"">Wenn Sie Fragen zu dieser Richtlinie oder Ihren Daten haben, kontaktieren Sie uns bitte unter:</p> 
<p class=""font_8""><span class=""wixGuard"">​</span></p> 
<p class=""font_8"">E-Mail: info@agencemonaco.com</p> 
<p class=""font_8""><span class=""wixGuard"">​</span></p>"
"{""contentId"":""e937115f-01ee-445a-a2c8-00ed07d5d26f"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<p class=""font_7"">Despite global uncertainties, Monaco&rsquo;s real estate market continues to grow, with luxury properties experiencing&nbsp;strong double-digit appreciation rates.</p>","<p class=""font_7"">Trotz globaler Unsicherheiten wächst der Immobilienmarkt in Monaco weiter, wobei Luxusimmobilien starke zweistellige Wertsteigerungsraten verzeichnen.</p>"
"{""contentId"":""fce74e00-2153-434a-96d2-aae3c74dd182"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}",TEXT,wixui.ImageX,280f0a_6f754ad1b6de47cda372cbe16f2916b6~mv2.png,280f0a_6f754ad1b6de47cda372cbe16f2916b6~mv2.png
"{""contentId"":""fce74e00-2153-434a-96d2-aae3c74dd182"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}",TEXT,wixui.ImageX,"Le Donatello in Fontvieille, prestigious residence with light-colored facade and spacious luxury apartments close to the marina","Le Donatello in Fontvieille, prestigeträchtige Residenz mit heller Fassade und geräumigen Luxusapartments in der Nähe des Yachthafens"
"{""contentId"":""e568dff2-5017-4525-8577-c439524b2171"",""fieldId"":""compFeatures.siteButton.data.label"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.SiteButton,View Property,Eigentum anzeigen
"{""contentId"":""f36e5f9b-3c6f-4ba5-b71b-434825b01ed2"",""fieldId"":""bedrooms"",""sequencePath"":[]}",TEXT,RentALL,,
"{""contentId"":""f36e5f9b-3c6f-4ba5-b71b-434825b01ed2"",""fieldId"":""parkingFacilities"",""sequencePath"":[]}",TEXT,RentALL,Secure parking,Sicheres Parken
"{""contentId"":""f36e5f9b-3c6f-4ba5-b71b-434825b01ed2"",""fieldId"":""bedroomsFeatures"",""sequencePath"":[]}",TEXT,RentALL,1 to 4 bedrooms; wraparound balconies; renovated units,1 bis 4 Schlafzimmer; umlaufende Balkone; renovierte Einheiten
"{""contentId"":""f36e5f9b-3c6f-4ba5-b71b-434825b01ed2"",""fieldId"":""description"",""sequencePath"":[]}",TEXT,RentALL,Botticelli is a peaceful waterfront residence with charming views of the port and Italian-inspired architecture.,Botticelli ist eine ruhige Residenz am Wasser mit bezauberndem Blick auf den Hafen und italienisch inspirierter Architektur.
"{""contentId"":""f36e5f9b-3c6f-4ba5-b71b-434825b01ed2"",""fieldId"":""description1"",""sequencePath"":[]}",TEXT,RentALL,A concierge and secure underground parking enhance daily life in this serene building.,Ein Concierge und eine sichere Tiefgarage bereichern den Alltag in diesem ruhigen Gebäude.
"{""contentId"":""f36e5f9b-3c6f-4ba5-b71b-434825b01ed2"",""fieldId"":""architecturalConcept"",""sequencePath"":[]}",TEXT,RentALL,Mediterranean low-rise design with focus on natural harmony,Mediterranes Flachbaudesign mit Fokus auf natürliche Harmonie
"{""contentId"":""f36e5f9b-3c6f-4ba5-b71b-434825b01ed2"",""fieldId"":""servicesAmenities"",""sequencePath"":[]}",TEXT,RentALL,"Gardens, concierge, private entrances","Gärten, Concierge, private Eingänge"
"{""contentId"":""f36e5f9b-3c6f-4ba5-b71b-434825b01ed2"",""fieldId"":""2Description"",""sequencePath"":[]}",TEXT,RentALL,"Apartments are well-appointed with terraces, open kitchens, and bright living spaces.","Die Apartments sind gut ausgestattet und verfügen über Terrassen, offene Küchen und helle Wohnräume."
"{""contentId"":""f36e5f9b-3c6f-4ba5-b71b-434825b01ed2"",""fieldId"":""listingTitle"",""sequencePath"":[]}",TEXT,RentALL,Botticelli,Botticelli
"{""contentId"":""f36e5f9b-3c6f-4ba5-b71b-434825b01ed2"",""fieldId"":""price2"",""sequencePath"":[]}",TEXT,RentALL,,
"{""contentId"":""f36e5f9b-3c6f-4ba5-b71b-434825b01ed2"",""fieldId"":""livingSpace"",""sequencePath"":[]}",TEXT,RentALL,80 m² to 220 m²,80 m² bis 220 m²
"{""contentId"":""f36e5f9b-3c6f-4ba5-b71b-434825b01ed2"",""fieldId"":""price21"",""sequencePath"":[]}",TEXT,RentALL,,
"{""contentId"":""f36e5f9b-3c6f-4ba5-b71b-434825b01ed2"",""fieldId"":""district"",""sequencePath"":[]}",TEXT,RentALL,Fontvieille,Fontvieille
"{""contentId"":""f36e5f9b-3c6f-4ba5-b71b-434825b01ed2"",""fieldId"":""numberOfResidences"",""sequencePath"":[]}",TEXT,RentALL,Approx. 40 units,Ca. 40 Einheiten
"{""contentId"":""f36e5f9b-3c6f-4ba5-b71b-434825b01ed2"",""fieldId"":""eigenschaftTitel"",""sequencePath"":[]}",TEXT,RentALL,Refined Living on the Marina,Raffiniertes Wohnen am Jachthafen
"{""contentId"":""eef77112-7542-40b1-89e1-c9b871c21506"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<h2 class=""font_2"">Contact us to access<br> all properties in Monaco –<br> including off-market gems</h2>","<h2 class=""font_2"">Kontaktieren Sie uns, um darauf zuzugreifen<br> alle Immobilien in Monaco –<br> einschließlich Off-Market-Edelsteinen</h2>"
"{""contentId"":""ee42a39b-8c95-4cca-8fc0-a711ffea743f"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}",TEXT,wixui.ImageX,280f0a_e46f53dcfd5846cab39910841354ec7b~mv2.jpg,280f0a_e46f53dcfd5846cab39910841354ec7b~mv2.jpg
"{""contentId"":""ee42a39b-8c95-4cca-8fc0-a711ffea743f"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}",TEXT,wixui.ImageX,,
"{""contentId"":""e2adbf3f-5d2e-4c08-b920-9ad6b32e47ab"",""fieldId"":""bedrooms"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">1 - 4</p>","<p class=""font_8"">1 - 4</p>"
"{""contentId"":""e2adbf3f-5d2e-4c08-b920-9ad6b32e47ab"",""fieldId"":""1MetaDescription"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Botticelli is a peaceful waterfront residence with Italian-inspired architecture and charming views over the port.,Botticelli ist eine ruhige Residenz am Wasser mit italienisch inspirierter Architektur und bezauberndem Blick über den Hafen.
"{""contentId"":""e2adbf3f-5d2e-4c08-b920-9ad6b32e47ab"",""fieldId"":""parkingFacilities"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Secure parking,Sicheres Parken
"{""contentId"":""e2adbf3f-5d2e-4c08-b920-9ad6b32e47ab"",""fieldId"":""bedroomsFeatures"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,1 to 4 bedrooms; wraparound balconies; renovated units,1 bis 4 Schlafzimmer; umlaufende Balkone; renovierte Einheiten
"{""contentId"":""e2adbf3f-5d2e-4c08-b920-9ad6b32e47ab"",""fieldId"":""description"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Botticelli is a peaceful waterfront residence with charming views of the port and Italian-inspired architecture.,Botticelli ist eine ruhige Residenz am Wasser mit bezauberndem Blick auf den Hafen und italienisch inspirierter Architektur.
"{""contentId"":""e2adbf3f-5d2e-4c08-b920-9ad6b32e47ab"",""fieldId"":""description1"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,A concierge and secure underground parking enhance daily life in this serene building.,Ein Concierge und eine sichere Tiefgarage bereichern den Alltag in diesem ruhigen Gebäude.
"{""contentId"":""e2adbf3f-5d2e-4c08-b920-9ad6b32e47ab"",""fieldId"":""altText"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Botticelli Monaco apartment building in Fontvieille with colourful facade and sea-facing balconies,Apartmenthaus Botticelli Monaco in Fontvieille mit farbenfroher Fassade und Balkonen mit Meerblick
"{""contentId"":""e2adbf3f-5d2e-4c08-b920-9ad6b32e47ab"",""fieldId"":""architecturalConcept"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Mediterranean low-rise design with focus on natural harmony,Mediterranes Flachbaudesign mit Fokus auf natürliche Harmonie
"{""contentId"":""e2adbf3f-5d2e-4c08-b920-9ad6b32e47ab"",""fieldId"":""servicesAmenities"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Gardens, concierge, private entrances","Gärten, Concierge, private Eingänge"
"{""contentId"":""e2adbf3f-5d2e-4c08-b920-9ad6b32e47ab"",""fieldId"":""2Description"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Apartments are well-appointed with terraces, open kitchens, and bright living spaces.","Die Apartments sind gut ausgestattet und verfügen über Terrassen, offene Küchen und helle Wohnräume."
"{""contentId"":""e2adbf3f-5d2e-4c08-b920-9ad6b32e47ab"",""fieldId"":""listingTitle"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Botticelli,Botticelli
"{""contentId"":""e2adbf3f-5d2e-4c08-b920-9ad6b32e47ab"",""fieldId"":""price2"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">2.015.000 € – 3.350.000 €</p>","<p class=""font_8"">2.015.000 € – 3.350.000 €</p>"
"{""contentId"":""e2adbf3f-5d2e-4c08-b920-9ad6b32e47ab"",""fieldId"":""livingSpace"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,80 m² to 220 m²,80 m² bis 220 m²
"{""contentId"":""e2adbf3f-5d2e-4c08-b920-9ad6b32e47ab"",""fieldId"":""altText1"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,View from Botticelli Monaco overlooking Fontvieille port and marina,Blick von Botticelli Monaco auf den Hafen und den Jachthafen von Fontvieille
"{""contentId"":""e2adbf3f-5d2e-4c08-b920-9ad6b32e47ab"",""fieldId"":""district"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Fontvieille,Fontvieille
"{""contentId"":""e2adbf3f-5d2e-4c08-b920-9ad6b32e47ab"",""fieldId"":""altText2"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Facade of Botticelli Monaco with arched windows and stacked terraces,Fassade von Botticelli Monaco mit Bogenfenstern und gestapelten Terrassen
"{""contentId"":""e2adbf3f-5d2e-4c08-b920-9ad6b32e47ab"",""fieldId"":""priceRent"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">7.500&nbsp;€</p>","<p class=""font_8"">7.500&nbsp;€</p>"
"{""contentId"":""e2adbf3f-5d2e-4c08-b920-9ad6b32e47ab"",""fieldId"":""numberOfResidences"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Approx. 40 units,Ca. 40 Einheiten
"{""contentId"":""e2adbf3f-5d2e-4c08-b920-9ad6b32e47ab"",""fieldId"":""eigenschaftTitel"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Refined Living on the Marina,Raffiniertes Wohnen am Jachthafen
"{""contentId"":""eebab2f6-7801-4d41-80b6-58d3f9d36dc3"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<h3 class=""font_3"">Fontvieille</h3>","<h3 class=""font_3"">Fontvieille</h3>"
"{""contentId"":""ddc99c3a-9000-4098-82ed-2582a17e9ad7"",""fieldId"":""bedrooms"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">2 - 5</p>","<p class=""font_8"">2 - 5</p>"
"{""contentId"":""ddc99c3a-9000-4098-82ed-2582a17e9ad7"",""fieldId"":""1MetaDescription"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Le Méridien Residences combine coastal elegance with expansive sea views and privileged access to Monaco’s Larvotto shoreline.,Die Le Méridien Residences kombinieren Küsteneleganz mit weitem Meerblick und privilegiertem Zugang zur Küste von Monacos Larvotto.
"{""contentId"":""ddc99c3a-9000-4098-82ed-2582a17e9ad7"",""fieldId"":""parkingFacilities"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Private garages with elevator access,Private Garagen mit Aufzugszugang
"{""contentId"":""ddc99c3a-9000-4098-82ed-2582a17e9ad7"",""fieldId"":""bedroomsFeatures"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,2 to 5 bedrooms; exclusive design,2 bis 5 Schlafzimmer; exklusives Design
"{""contentId"":""ddc99c3a-9000-4098-82ed-2582a17e9ad7"",""fieldId"":""description"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Le Méridien residences offer unparalleled elegance, beautifully integrated into Monaco's coastal charm with extensive sea views.","Die Le Méridien-Residenzen bieten unvergleichliche Eleganz, die sich wunderbar in den Charme der Küste Monacos einfügt und einen weiten Blick auf das Meer bietet."
"{""contentId"":""ddc99c3a-9000-4098-82ed-2582a17e9ad7"",""fieldId"":""description1"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Amenities include concierge services, secure parking, fitness and wellness areas, and direct access to coastal promenades.","Zu den Annehmlichkeiten zählen Concierge-Dienste, sichere Parkplätze, Fitness- und Wellnessbereiche sowie direkter Zugang zu Küstenpromenaden."
"{""contentId"":""ddc99c3a-9000-4098-82ed-2582a17e9ad7"",""fieldId"":""altText"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Le Méridien Monaco modern residence near the seafront with glass balconies and sea vistas,Moderne Residenz Le Méridien Monaco in Strandnähe mit Glasbalkonen und Meerblick
"{""contentId"":""ddc99c3a-9000-4098-82ed-2582a17e9ad7"",""fieldId"":""architecturalConcept"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Luxury modernist architecture,Luxuriöse modernistische Architektur
"{""contentId"":""ddc99c3a-9000-4098-82ed-2582a17e9ad7"",""fieldId"":""servicesAmenities"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Concierge, spa, fitness, security","Concierge, Spa, Fitness, Sicherheit"
"{""contentId"":""ddc99c3a-9000-4098-82ed-2582a17e9ad7"",""fieldId"":""2Description"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Each apartment within Le Méridien is thoughtfully designed with refined finishes, spacious terraces, and picturesque ocean vistas.","Jedes Apartment im Le Méridien ist sorgfältig gestaltet und verfügt über raffinierte Oberflächen, großzügige Terrassen und malerische Ausblicke auf das Meer."
"{""contentId"":""ddc99c3a-9000-4098-82ed-2582a17e9ad7"",""fieldId"":""listingTitle"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Le Méridien,Le Méridien
"{""contentId"":""ddc99c3a-9000-4098-82ed-2582a17e9ad7"",""fieldId"":""price2"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">4.200.000 € – 7.950.000 €</p>","<p class=""font_8"">4.200.000 € – 7.950.000 €</p>"
"{""contentId"":""ddc99c3a-9000-4098-82ed-2582a17e9ad7"",""fieldId"":""livingSpace"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,80 m² to 400 m²,80 m² bis 400 m²
"{""contentId"":""ddc99c3a-9000-4098-82ed-2582a17e9ad7"",""fieldId"":""altText1"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Sea-view balcony from Le Méridien Monaco overlooking Larvotto coastline,Balkon mit Meerblick vom Le Méridien Monaco mit Blick auf die Küste von Larvotto
"{""contentId"":""ddc99c3a-9000-4098-82ed-2582a17e9ad7"",""fieldId"":""district"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Fontvieille,Fontvieille
"{""contentId"":""ddc99c3a-9000-4098-82ed-2582a17e9ad7"",""fieldId"":""altText2"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Le Méridien Monaco building featuring contemporary facade and spacious terraces facing the sea,Gebäude des Le Méridien Monaco mit moderner Fassade und großzügigen Terrassen mit Blick auf das Meer
"{""contentId"":""ddc99c3a-9000-4098-82ed-2582a17e9ad7"",""fieldId"":""priceRent"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">Price on request</p>","<p class=""font_8"">Preis auf Anfrage</p>"
"{""contentId"":""ddc99c3a-9000-4098-82ed-2582a17e9ad7"",""fieldId"":""numberOfResidences"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Approx. 50 units,Ca. 50 Einheiten
"{""contentId"":""ddc99c3a-9000-4098-82ed-2582a17e9ad7"",""fieldId"":""eigenschaftTitel"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Stylish Residences with Majestic Sea Views,Stilvolle Residenzen mit majestätischem Meerblick
"{""contentId"":""f5f59d28-ca03-4996-b5f2-6f83420f0dc5"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}",TEXT,wixui.ImageX,280f0a_6f761edff4b140b983ccc41ae30990df~mv2.jpg,280f0a_6f761edff4b140b983ccc41ae30990df~mv2.jpg
"{""contentId"":""f5f59d28-ca03-4996-b5f2-6f83420f0dc5"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}",TEXT,wixui.ImageX,"Les Cyclades in Fontvieille, elegant residences surrounded by palm trees offering luxury apartments near the marina","Les Cyclades in Fontvieille, elegante, von Palmen umgebene Residenzen mit Luxusapartments in der Nähe des Yachthafens"
"{""contentId"":""fa971a30-ab4c-40ca-97bf-a4ec4233497f"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<p class=""font_7"">Let our concierge team guide you to the most exclusive listings, tailored to your lifestyle.</p>","<p class=""font_7"">Lassen Sie sich von unserem Concierge-Team zu den exklusivsten Angeboten führen, die auf Ihren Lebensstil zugeschnitten sind.</p>"
"{""contentId"":""e5828766-9c20-4aee-b424-c8ede5b9fe71"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}",TEXT,wixui.ImageX,280f0a_e46f53dcfd5846cab39910841354ec7b~mv2.jpg,280f0a_e46f53dcfd5846cab39910841354ec7b~mv2.jpg
"{""contentId"":""e5828766-9c20-4aee-b424-c8ede5b9fe71"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}",TEXT,wixui.ImageX,,
"{""contentId"":""eafb5df1-c49f-408e-a780-38cb3a7a24f6"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<p class=""font_9"">Properties</p>","<p class=""font_9"">Eigenschaften</p>"
"{""contentId"":""e6baf493-2351-4a11-97c0-f5baea46d863"",""fieldId"":""bedrooms"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">1 - 2</p>","<p class=""font_8"">1 - 2</p>"
"{""contentId"":""e6baf493-2351-4a11-97c0-f5baea46d863"",""fieldId"":""1MetaDescription"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Fairmont Résidence provides serviced apartments within the Fairmont Hotel, featuring dramatic sea vistas and front-row Formula 1 views.","Die Fairmont Résidence bietet Apartments mit Hotelservice im Fairmont Hotel, die einen atemberaubenden Blick auf das Meer und die Formel 1 aus der ersten Reihe bieten."
"{""contentId"":""e6baf493-2351-4a11-97c0-f5baea46d863"",""fieldId"":""parkingFacilities"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Hotel valet parking included,Parkservice im Hotel inklusive
"{""contentId"":""e6baf493-2351-4a11-97c0-f5baea46d863"",""fieldId"":""bedroomsFeatures"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Studio to 2-bedroom layouts; furnished; hotel linen and cleaning,Grundrisse vom Studio bis zum 2-Schlafzimmer; möbliert; Hotelwäsche und Reinigung
"{""contentId"":""e6baf493-2351-4a11-97c0-f5baea46d863"",""fieldId"":""description"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Fairmont Résidence offers serviced apartments within the renowned Fairmont Hotel, with direct Formula 1 and sea views.",Die Fairmont Résidence bietet Apartments mit Hotelservice im renommierten Fairmont Hotel mit direktem Blick auf die Formel 1 und das Meer.
"{""contentId"":""e6baf493-2351-4a11-97c0-f5baea46d863"",""fieldId"":""description1"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Ideal for short or extended stays, the residence offers pool access, valet, spa, and 24/7 concierge through the hotel.","Die Residenz ist ideal für kurze oder längere Aufenthalte und bietet Zugang zum Pool, Parkservice, Spa und einen 24-Stunden-Concierge im gesamten Hotel."
"{""contentId"":""e6baf493-2351-4a11-97c0-f5baea46d863"",""fieldId"":""altText"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Video of Fairmont Résidence Monaco overlooking Formula 1 hairpin and sea,Video der Fairmont Résidence Monaco mit Blick auf die Formel-1-Haarnadelkurve und das Meer
"{""contentId"":""e6baf493-2351-4a11-97c0-f5baea46d863"",""fieldId"":""architecturalConcept"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Serviced luxury suites integrated into Monaco’s iconic seaside hotel,"Luxuriöse Suiten mit Service, integriert in Monacos ikonisches Strandhotel"
"{""contentId"":""e6baf493-2351-4a11-97c0-f5baea46d863"",""fieldId"":""servicesAmenities"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Hotel concierge, spa, valet, pool, in-room dining","Hotel-Concierge, Spa, Parkservice, Pool, Speisen auf dem Zimmer"
"{""contentId"":""e6baf493-2351-4a11-97c0-f5baea46d863"",""fieldId"":""2Description"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Each suite includes hotel-style interiors, premium linens, private terraces, and room service. Units are fully furnished and managed.","Jede Suite verfügt über eine Inneneinrichtung im Hotelstil, hochwertige Bettwäsche, private Terrassen und Zimmerservice. Die Einheiten sind komplett möbliert und verwaltet."
"{""contentId"":""e6baf493-2351-4a11-97c0-f5baea46d863"",""fieldId"":""listingTitle"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Fairmont Résidence,Fairmont Résidence
"{""contentId"":""e6baf493-2351-4a11-97c0-f5baea46d863"",""fieldId"":""price2"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">Price on request</p>","<p class=""font_8"">Preis auf Anfrage</p>"
"{""contentId"":""e6baf493-2351-4a11-97c0-f5baea46d863"",""fieldId"":""livingSpace"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,60 m² to 180 m²,60 m² bis 180 m²
